name,address,telephone,website,category,sub_category,rating,reviews,search_keyword,search_location,claimed,permanently_closed,latitude,longitude,map_link,image_url,title,title_url,description,opening_hours
DS Clarks Inn Gurgaon,"Plot No. 45, 46, Old Judicial Complex Civil Lines Rd, Civil Lines, Gurugram, Haryana 122001 ",0124 493 0000 ,https://dsclarksinn.com/,,,4.0,"1,520",,"Gurugram, Haryana",Unvarified,,28.4578181,77.0338518|,"https://www.google.com/maps/place/DS+Clarks+Inn+Gurgaon/data=!4m10!3m9!1s0x390d184816395391:0xb12c8ec92e20993d!5m2!4m1!1i2!8m2!3d28.4578181!4d77.0338518!16s%2Fg%2F1tmckm7l!19sChIJkVM5FkgYDTkRPZkgLsmOLLE?authuser=0&hl=en&rclk=1
",,DS Clarks Inn Gurgaon,ds-clarks-inn-gurgaon,"DS Clarks Inn Gurgaonis a  which is located on Address: Plot No. 45, 46, Old Judicial Complex Civil Lines Rd, Civil Lines, Gurugram, Haryana 122001  in m, Haryana. The DS Clarks Inn Gurgaon offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given DS Clarks Inn Gurgaon contact details or directly call on compnay helpline number Phone: 0124 493 0000  for any question & quveries./nFor more detail, users can visit the officail website  of DS Clarks Inn Gurgaon./nFrequently Asked Question/nWhat are the services Offered by DS Clarks Inn Gurgaon/n/nWhich is the address of DS Clarks Inn Gurgaon/nAddress: Plot No. 45, 46, Old Judicial Complex Civil Lines Rd, Civil Lines, Gurugram, Haryana 122001 /nWhich are service areas is covered by DS Clarks Inn Gurgaon/nm, Haryana",Check-in time: 12:00 pm || Check-out time: 12:00 pm
"Holiday Inn Express Gurugram Sector 50, an IHG Hotel","Good Earth City Centre, Commercial Complex, opposite Gali Number 2, Pocket H, Nirvana, Sector 49, Gurugram, Haryana 122018 ",0124 668 5555 ,https://www.ihg.com/holidayinnexpress/hotels/us/en/gurgaon/hayge/hoteldetail?cm_mmc=GoogleMaps-_-EX-_-IN-_-HAYGE,,,4.2,"2,163",,"Gurugram, Haryana",Unvarified,,,"n+IHG+Hotel/data=!4m10!3m9!1s0x390d2312b7ef7013:0xe02f7f062b40868e???28.4212557,,,77.052968|","https://www.google.com/maps/place/Holiday+Inn+Express+Gurugram+Sector+50,+an+IHG+Hotel/data=!4m10!3m9!1s0x390d2312b7ef7013:0xe02f7f062b40868e!5m2!4m1!1i2!8m2!3d28.4212557!4d77.052968!16s%2Fg%2F11f9x3fls5!19sChIJE3DvtxIjDTkRjoZAKwZ_L-A?authuser=0&hl=en&rclk=1
",https://lh5.googleusercontent.com/p/AF1QipOs_J-l8BXEo_Smueseej9ASVbOE-NjwSYy2H0,"Holiday Inn Express Gurugram Sector 50, an IHG Hotel",holiday-inn-express-gurugram-sector-50-an-ihg-hotel,"Holiday Inn Express Gurugram Sector 50, an IHG Hotelis a  which is located on Address: Good Earth City Centre, Commercial Complex, opposite Gali Number 2, Pocket H, Nirvana, Sector 49, Gurugram, Haryana 122018  in m, Haryana. The Holiday Inn Express Gurugram Sector 50, an IHG Hotel offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given Holiday Inn Express Gurugram Sector 50, an IHG Hotel contact details or directly call on compnay helpline number Phone: 0124 668 5555  for any question & quveries./nFor more detail, users can visit the officail website  of Holiday Inn Express Gurugram Sector 50, an IHG Hotel./nFrequently Asked Question/nWhat are the services Offered by Holiday Inn Express Gurugram Sector 50, an IHG Hotel/n/nWhich is the address of Holiday Inn Express Gurugram Sector 50, an IHG Hotel/nAddress: Good Earth City Centre, Commercial Complex, opposite Gali Number 2, Pocket H, Nirvana, Sector 49, Gurugram, Haryana 122018 /nWhich are service areas is covered by Holiday Inn Express Gurugram Sector 50, an IHG Hotel/nm, Haryana",
"Lemon Tree Premier 1, Gurgaon","48, 52, Leisure Valley Rd, near Leisure Valley, Huda Market, Sector 29, Gurugram, Haryana 122002 ",0124 448 0202 ,http://www.lemontreehotels.com/Lemon-tree-premier/Gurgaon/city-center-north-gurgaon.aspx,,,4.0,"1,046",,"Gurugram, Haryana",Unvarified,,,"urgaon/data=!4m10!3m9!1s0x390d19d2be0bf9cd:0x4085e1a89c293a90???28.4675692,,,77.0651927|","https://www.google.com/maps/place/Lemon+Tree+Premier+1,+Gurgaon/data=!4m10!3m9!1s0x390d19d2be0bf9cd:0x4085e1a89c293a90!5m2!4m1!1i2!8m2!3d28.4675692!4d77.0651927!16s%2Fg%2F11ghrf9rb4!19sChIJzfkLvtIZDTkRkDopnKjhhUA?authuser=0&hl=en&rclk=1
",,"Lemon Tree Premier 1, Gurgaon",lemon-tree-premier-1-gurgaon,"Lemon Tree Premier 1, Gurgaonis a  which is located on Address: 48, 52, Leisure Valley Rd, near Leisure Valley, Huda Market, Sector 29, Gurugram, Haryana 122002  in m, Haryana. The Lemon Tree Premier 1, Gurgaon offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given Lemon Tree Premier 1, Gurgaon contact details or directly call on compnay helpline number Phone: 0124 448 0202  for any question & quveries./nFor more detail, users can visit the officail website  of Lemon Tree Premier 1, Gurgaon./nFrequently Asked Question/nWhat are the services Offered by Lemon Tree Premier 1, Gurgaon/n/nWhich is the address of Lemon Tree Premier 1, Gurgaon/nAddress: 48, 52, Leisure Valley Rd, near Leisure Valley, Huda Market, Sector 29, Gurugram, Haryana 122002 /nWhich are service areas is covered by Lemon Tree Premier 1, Gurgaon/nm, Haryana",
Hotel 91 HUDA City Centre Gurgaon,"Plot No, 1792P, Block A, Greenwood City, Sector 45, Gurugram, Haryana 122002 ",http://www.91hotels.in/,,,4.1,425,,"Gurugram, Haryana",Unvarified,,28.4499967,77.0648103|,"https://www.google.com/maps/place/Hotel+91+HUDA+City+Centre+Gurgaon/data=!4m10!3m9!1s0x390d19edebc13419:0xbe2eee8fa5cb8074!5m2!4m1!1i2!8m2!3d28.4499967!4d77.0648103!16s%2Fg%2F11qr2l1w_4!19sChIJGTTB6-0ZDTkRdIDLpY_uLr4?authuser=0&hl=en&rclk=1
",,Hotel 91 HUDA City Centre Gurgaon,hotel-91-huda-city-centre-gurgaon,"Hotel 91 HUDA City Centre Gurgaonis a  which is located on Address: Plot No, 1792P, Block A, Greenwood City, Sector 45, Gurugram, Haryana 122002  in m, Haryana. The Hotel 91 HUDA City Centre Gurgaon offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given Hotel 91 HUDA City Centre Gurgaon contact details or directly call on compnay helpline number  for any question & quveries./nFor more detail, users can visit the officail website  of Hotel 91 HUDA City Centre Gurgaon./nFrequently Asked Question/nWhat are the services Offered by Hotel 91 HUDA City Centre Gurgaon/n/nWhich is the address of Hotel 91 HUDA City Centre Gurgaon/nAddress: Plot No, 1792P, Block A, Greenwood City, Sector 45, Gurugram, Haryana 122002 /nWhich are service areas is covered by Hotel 91 HUDA City Centre Gurgaon/nm, Haryana",
Radisson Hotel Sector 29 Gurugram,"Plot No. 360, 362, Sector 29, Gurugram, Haryana 122001 ",0124 482 8000 ,https://www.radissonhotels.com/en-us/destination/india/gurugram,,,,,,"Gurugram, Haryana",Unvarified,,28.4620443,77.0676206|,"https://www.google.com/maps/place/Radisson+Hotel+Sector+29+Gurugram/data=!4m10!3m9!1s0x390d18fcbfffffff:0x16b47e200de29cb0!5m2!4m1!1i2!8m2!3d28.4620443!4d77.0676206!16s%2Fg%2F1td1zn32!19sChIJ____v_wYDTkRsJziDSB-tBY?authuser=0&hl=en&rclk=1
",https://lh5.googleusercontent.com/p/AF1QipOVrmef0Gwymv6f_HouYFkiHR_Js5xn7OJfMaI0,Radisson Hotel Sector 29 Gurugram,radisson-hotel-sector-29-gurugram,"Radisson Hotel Sector 29 Gurugramis a  which is located on Address: Plot No. 360, 362, Sector 29, Gurugram, Haryana 122001  in m, Haryana. The Radisson Hotel Sector 29 Gurugram offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given Radisson Hotel Sector 29 Gurugram contact details or directly call on compnay helpline number Phone: 0124 482 8000  for any question & quveries./nFor more detail, users can visit the officail website  of Radisson Hotel Sector 29 Gurugram./nFrequently Asked Question/nWhat are the services Offered by Radisson Hotel Sector 29 Gurugram/n/nWhich is the address of Radisson Hotel Sector 29 Gurugram/nAddress: Plot No. 360, 362, Sector 29, Gurugram, Haryana 122001 /nWhich are service areas is covered by Radisson Hotel Sector 29 Gurugram/nm, Haryana",Check-in time: 2:00 pm || Check-out time: 12:00 pm
"Red Fox Hotel, Sector 60, Gurgaon","Ullawas Dhani Rd, Urban Complex, Sector 60, Gurugram, Haryana 122001 ",0124 715 1923 ,https://www.lemontreehotels.com/red-fox-hotel/gurgaon/sector-60-gurugram.aspx,,,4.0,948,,"Gurugram, Haryana",Unvarified,,,"ector+60,+Gurgaon/data=!4m10!3m9!1s0x390d23c6036a487d:0x25184ee083641122???28.4019151,,,77.0994682|","https://www.google.com/maps/place/Red+Fox+Hotel,+Sector+60,+Gurgaon/data=!4m10!3m9!1s0x390d23c6036a487d:0x25184ee083641122!5m2!4m1!1i2!8m2!3d28.4019151!4d77.0994682!16s%2Fg%2F11dfj0jxc0!19sChIJfUhqA8YjDTkRIhFkg-BOGCU?authuser=0&hl=en&rclk=1
",,"Red Fox Hotel, Sector 60, Gurgaon",red-fox-hotel-sector-60-gurgaon,"Red Fox Hotel, Sector 60, Gurgaonis a  which is located on Address: Ullawas Dhani Rd, Urban Complex, Sector 60, Gurugram, Haryana 122001  in m, Haryana. The Red Fox Hotel, Sector 60, Gurgaon offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given Red Fox Hotel, Sector 60, Gurgaon contact details or directly call on compnay helpline number Phone: 0124 715 1923  for any question & quveries./nFor more detail, users can visit the officail website  of Red Fox Hotel, Sector 60, Gurgaon./nFrequently Asked Question/nWhat are the services Offered by Red Fox Hotel, Sector 60, Gurgaon/n/nWhich is the address of Red Fox Hotel, Sector 60, Gurgaon/nAddress: Ullawas Dhani Rd, Urban Complex, Sector 60, Gurugram, Haryana 122001 /nWhich are service areas is covered by Red Fox Hotel, Sector 60, Gurgaon/nm, Haryana",Check-in time: 2:00 pm || Check-out time: 12:00 am
"Lime Tree Hotel Pulkit Gurgaon-Artemis Hospital, Nearest Metro Huda City Centre","PLOT NO, 437, Koyal Vihar, Sector 52, Gurugram, Haryana 122003 ",074790 00111 ,https://www.limetreehotels.com/pulkit-hotel-in-sector52-gurgaon/,,,4.6,336,,"Gurugram, Haryana",Unvarified,,,"earest+Metro+Huda+City+Centre/data=!4m10!3m9!1s0x390d198e7ec6eb05:0x133a16184e069855???28.4343039,,,77.0724741|","https://www.google.com/maps/place/Lime+Tree+Hotel+Pulkit+Gurgaon-Artemis+Hospital,+Nearest+Metro+Huda+City+Centre/data=!4m10!3m9!1s0x390d198e7ec6eb05:0x133a16184e069855!5m2!4m1!1i2!8m2!3d28.4343039!4d77.0724741!16s%2Fg%2F11nszc9gdn!19sChIJBevGfo4ZDTkRVZgGThgWOhM?authuser=0&hl=en&rclk=1
",,"Lime Tree Hotel Pulkit Gurgaon-Artemis Hospital, Nearest Metro Huda City Centre",lime-tree-hotel-pulkit-gurgaon-artemis-hospital-nearest-metro-huda-city-centre,"Lime Tree Hotel Pulkit Gurgaon-Artemis Hospital, Nearest Metro Huda City Centreis a  which is located on Address: PLOT NO, 437, Koyal Vihar, Sector 52, Gurugram, Haryana 122003  in m, Haryana. The Lime Tree Hotel Pulkit Gurgaon-Artemis Hospital, Nearest Metro Huda City Centre offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given Lime Tree Hotel Pulkit Gurgaon-Artemis Hospital, Nearest Metro Huda City Centre contact details or directly call on compnay helpline number Phone: 074790 00111  for any question & quveries./nFor more detail, users can visit the officail website  of Lime Tree Hotel Pulkit Gurgaon-Artemis Hospital, Nearest Metro Huda City Centre./nFrequently Asked Question/nWhat are the services Offered by Lime Tree Hotel Pulkit Gurgaon-Artemis Hospital, Nearest Metro Huda City Centre/n/nWhich is the address of Lime Tree Hotel Pulkit Gurgaon-Artemis Hospital, Nearest Metro Huda City Centre/nAddress: PLOT NO, 437, Koyal Vihar, Sector 52, Gurugram, Haryana 122003 /nWhich are service areas is covered by Lime Tree Hotel Pulkit Gurgaon-Artemis Hospital, Nearest Metro Huda City Centre/nm, Haryana",Check-in time: 1:00 pm || Check-out time: 11:00 am
Courtyard by Marriott Gurugram Downtown,"Plot No, 27 B, Sector Rd, B Block, Sushant Lok Phase I, Sector 27, Gurugram, Haryana 122002 ",0124 488 8444 ,https://www.marriott.com/en-us/hotels/delgu-courtyard-gurugram-downtown/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,,,4.3,"7,407",,"Gurugram, Haryana",Unvarified,,28.4607571,,"https://www.google.com/maps/place/Courtyard+by+Marriott+Gurugram+Downtown/data=!4m10!3m9!1s0x390d18c2b25beef1:0xa90ad78476f4a2c1!5m2!4m1!1i2!8m2!3d28.4607571!4d77.0805039!16s%2Fm%2F09v26l9!19sChIJ8e5bssIYDTkRwaL0doTXCqk?authuser=0&hl=en&rclk=1
",,Courtyard by Marriott Gurugram Downtown,courtyard-by-marriott-gurugram-downtown,"Courtyard by Marriott Gurugram Downtownis a  which is located on Address: Plot No, 27 B, Sector Rd, B Block, Sushant Lok Phase I, Sector 27, Gurugram, Haryana 122002  in m, Haryana. The Courtyard by Marriott Gurugram Downtown offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given Courtyard by Marriott Gurugram Downtown contact details or directly call on compnay helpline number Phone: 0124 488 8444  for any question & quveries./nFor more detail, users can visit the officail website  of Courtyard by Marriott Gurugram Downtown./nFrequently Asked Question/nWhat are the services Offered by Courtyard by Marriott Gurugram Downtown/n/nWhich is the address of Courtyard by Marriott Gurugram Downtown/nAddress: Plot No, 27 B, Sector Rd, B Block, Sushant Lok Phase I, Sector 27, Gurugram, Haryana 122002 /nWhich are service areas is covered by Courtyard by Marriott Gurugram Downtown/nm, Haryana",Check-in time: 3:00 pm || Check-out time: 12:00 pm
"Lemon Tree Premier, Leisure Valley 2, Gurgaon","लैज़र वैली पार्क City Centre HUDA, 43-47, Main St, near near, Sector 29, Gurugram, Haryana 122002 ",0124 488 7777 ,https://www.lemontreehotels.com/lemon-tree-premier/gurgaon/leisure-valley-2-gurgaon.aspx,,,4.1,"3,376",,"Gurugram, Haryana",Unvarified,,,"eisure+Valley+2,+Gurgaon/data=!4m10!3m9!1s0x390d18fcf9a8eb13:0x221d7f9827536812???28.467708,,,77.0653|","https://www.google.com/maps/place/Lemon+Tree+Premier,+Leisure+Valley+2,+Gurgaon/data=!4m10!3m9!1s0x390d18fcf9a8eb13:0x221d7f9827536812!5m2!4m1!1i2!8m2!3d28.467708!4d77.0653!16s%2Fg%2F1tf9wt7v!19sChIJE-uo-fwYDTkREmhTJ5h_HSI?authuser=0&hl=en&rclk=1
",,"Lemon Tree Premier, Leisure Valley 2, Gurgaon",lemon-tree-premier-leisure-valley-2-gurgaon,"Lemon Tree Premier, Leisure Valley 2, Gurgaonis a  which is located on Address: लैज़र वैली पार्क City Centre HUDA, 43-47, Main St, near near, Sector 29, Gurugram, Haryana 122002  in m, Haryana. The Lemon Tree Premier, Leisure Valley 2, Gurgaon offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given Lemon Tree Premier, Leisure Valley 2, Gurgaon contact details or directly call on compnay helpline number Phone: 0124 488 7777  for any question & quveries./nFor more detail, users can visit the officail website  of Lemon Tree Premier, Leisure Valley 2, Gurgaon./nFrequently Asked Question/nWhat are the services Offered by Lemon Tree Premier, Leisure Valley 2, Gurgaon/n/nWhich is the address of Lemon Tree Premier, Leisure Valley 2, Gurgaon/nAddress: लैज़र वैली पार्क City Centre HUDA, 43-47, Main St, near near, Sector 29, Gurugram, Haryana 122002 /nWhich are service areas is covered by Lemon Tree Premier, Leisure Valley 2, Gurgaon/nm, Haryana",
OYO 27864 Hotel Samrat,"Apna Bazar, 1, 4th Floor, Gurudwara Rd, near Civil Hospital, Gurugram, Haryana 122007 ",https://www.oyorooms.com/h/48625/?utm_source=Google_gmb&utm_medium=Organic&utm_campaign=GRG1214&latitude=28.460076&longitude=77.031923,,,3.3,"1,713",,"Gurugram, Haryana",Unvarified,,28.4600138,77.0320812|,"https://www.google.com/maps/place/OYO+27864+Hotel+Samrat/data=!4m10!3m9!1s0x390d18364633b527:0xa23f350bc68d78a5!5m2!4m1!1i2!8m2!3d28.4600138!4d77.0320812!16s%2Fg%2F1tgxrxxt!19sChIJJ7UzRjYYDTkRpXiNxgs1P6I?authuser=0&hl=en&rclk=1
",,OYO 27864 Hotel Samrat,oyo-27864-hotel-samrat,"OYO 27864 Hotel Samratis a  which is located on Address: Apna Bazar, 1, 4th Floor, Gurudwara Rd, near Civil Hospital, Gurugram, Haryana 122007  in m, Haryana. The OYO 27864 Hotel Samrat offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given OYO 27864 Hotel Samrat contact details or directly call on compnay helpline number  for any question & quveries./nFor more detail, users can visit the officail website  of OYO 27864 Hotel Samrat./nFrequently Asked Question/nWhat are the services Offered by OYO 27864 Hotel Samrat/n/nWhich is the address of OYO 27864 Hotel Samrat/nAddress: Apna Bazar, 1, 4th Floor, Gurudwara Rd, near Civil Hospital, Gurugram, Haryana 122007 /nWhich are service areas is covered by OYO 27864 Hotel Samrat/nm, Haryana",
Lemon Tree Hotel,"Urban Complex, Ch.Nandaram Marg, Ullahwas Village, Sector 60, Gurugram, Haryana 122011 ",0124 714 2323 ,https://www.lemontreehotels.com/lemon-tree-hotel/gurgaon/sector-60-gurugram.aspx,,,4.1,"5,783",,"Gurugram, Haryana",Unvarified,,28.402,77.0998666|,"https://www.google.com/maps/place/Lemon+Tree+Hotel/data=!4m10!3m9!1s0x390d222102a0a2ef:0xb99fb89f30a7adc3!5m2!4m1!1i2!8m2!3d28.402!4d77.0998666!16s%2Fg%2F11clyn8zvv!19sChIJ76KgAiEiDTkRw62nMJ-4n7k?authuser=0&hl=en&rclk=1
",,Lemon Tree Hotel,lemon-tree-hotel,"Lemon Tree Hotelis a  which is located on Address: Urban Complex, Ch.Nandaram Marg, Ullahwas Village, Sector 60, Gurugram, Haryana 122011  in m, Haryana. The Lemon Tree Hotel offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given Lemon Tree Hotel contact details or directly call on compnay helpline number Phone: 0124 714 2323  for any question & quveries./nFor more detail, users can visit the officail website  of Lemon Tree Hotel./nFrequently Asked Question/nWhat are the services Offered by Lemon Tree Hotel/n/nWhich is the address of Lemon Tree Hotel/nAddress: Urban Complex, Ch.Nandaram Marg, Ullahwas Village, Sector 60, Gurugram, Haryana 122011 /nWhich are service areas is covered by Lemon Tree Hotel/nm, Haryana",Check-in time: 2:00 pm || Check-out time: 12:00 am
"Lime Tree Hotel Sushant Lok Gurgaon at Iffco Metro close to Leisure Valley , Sector 29","A-587, Sushant Lok Phase-1 Sector -28, Gurgaon, Delhi NCR, Haryana 122002 ",096670 79001 ,https://www.limetreehotels.com/sushant-lok-hotel-in-gurgaon/,,,4.7,643,,"Gurugram, Haryana",Unvarified,,,"ector+29/data=!4m10!3m9!1s0x390d18c0a8bababd:0xa8bbdd708ff62afe???28.470102,,,77.0734758|","https://www.google.com/maps/place/Lime+Tree+Hotel+Sushant+Lok+Gurgaon+at+Iffco+Metro+close+to+Leisure+Valley+,+Sector+29/data=!4m10!3m9!1s0x390d18c0a8bababd:0xa8bbdd708ff62afe!5m2!4m1!1i2!8m2!3d28.470102!4d77.0734758!16s%2Fg%2F11r6f91l41!19sChIJvbq6qMAYDTkR_ir2j3Ddu6g?authuser=0&hl=en&rclk=1
",,"Lime Tree Hotel Sushant Lok Gurgaon at Iffco Metro close to Leisure Valley , Sector 29",lime-tree-hotel-sushant-lok-gurgaon-at-iffco-metro-close-to-leisure-valley-sector-29,"Lime Tree Hotel Sushant Lok Gurgaon at Iffco Metro close to Leisure Valley , Sector 29is a  which is located on Address: A-587, Sushant Lok Phase-1 Sector -28, Gurgaon, Delhi NCR, Haryana 122002  in m, Haryana. The Lime Tree Hotel Sushant Lok Gurgaon at Iffco Metro close to Leisure Valley , Sector 29 offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given Lime Tree Hotel Sushant Lok Gurgaon at Iffco Metro close to Leisure Valley , Sector 29 contact details or directly call on compnay helpline number Phone: 096670 79001  for any question & quveries./nFor more detail, users can visit the officail website  of Lime Tree Hotel Sushant Lok Gurgaon at Iffco Metro close to Leisure Valley , Sector 29./nFrequently Asked Question/nWhat are the services Offered by Lime Tree Hotel Sushant Lok Gurgaon at Iffco Metro close to Leisure Valley , Sector 29/n/nWhich is the address of Lime Tree Hotel Sushant Lok Gurgaon at Iffco Metro close to Leisure Valley , Sector 29/nAddress: A-587, Sushant Lok Phase-1 Sector -28, Gurgaon, Delhi NCR, Haryana 122002 /nWhich are service areas is covered by Lime Tree Hotel Sushant Lok Gurgaon at Iffco Metro close to Leisure Valley , Sector 29/nm, Haryana",Check-in time: 12:00 pm || Check-out time: 12:00 pm
"Inde Hotel Cyber City, Gurgaon","X-66A, DLF Cyber City, DLF Phase 2, Sector 24, Gurugram, Haryana 122002 ",0124 404 0072 ,http://indehotel.com/,,,4.0,624,,"Gurugram, Haryana",Unvarified,,,"urgaon/data=!4m10!3m9!1s0x390d19336f198a9d:0x3b7442bf75374fa3???28.4927789,,,77.0907029|","https://www.google.com/maps/place/Inde+Hotel+Cyber+City,+Gurgaon/data=!4m10!3m9!1s0x390d19336f198a9d:0x3b7442bf75374fa3!5m2!4m1!1i2!8m2!3d28.4927789!4d77.0907029!16s%2Fg%2F11g4djpt5b!19sChIJnYoZbzMZDTkRo083db9CdDs?authuser=0&hl=en&rclk=1
",,"Inde Hotel Cyber City, Gurgaon",inde-hotel-cyber-city-gurgaon,"Inde Hotel Cyber City, Gurgaonis a  which is located on Address: X-66A, DLF Cyber City, DLF Phase 2, Sector 24, Gurugram, Haryana 122002  in m, Haryana. The Inde Hotel Cyber City, Gurgaon offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given Inde Hotel Cyber City, Gurgaon contact details or directly call on compnay helpline number Phone: 0124 404 0072  for any question & quveries./nFor more detail, users can visit the officail website  of Inde Hotel Cyber City, Gurgaon./nFrequently Asked Question/nWhat are the services Offered by Inde Hotel Cyber City, Gurgaon/n/nWhich is the address of Inde Hotel Cyber City, Gurgaon/nAddress: X-66A, DLF Cyber City, DLF Phase 2, Sector 24, Gurugram, Haryana 122002 /nWhich are service areas is covered by Inde Hotel Cyber City, Gurgaon/nm, Haryana",Check-in time: 2:00 pm || Check-out time: 12:00 pm
The Fern Residency Gurgaon,"290-291, Sector- 29, Gurugram, Haryana 122001 ",0124 488 0000 ,http://www.fernhotels.com/the-fern-residency-gurgaon.html,,,4.0,990,,"Gurugram, Haryana",Unvarified,,28.464712,77.0645165|,"https://www.google.com/maps/place/The+Fern+Residency+Gurgaon/data=!4m10!3m9!1s0x390d184b77ac6e37:0xe065a9f7acd0faba!5m2!4m1!1i2!8m2!3d28.464712!4d77.0645165!16s%2Fg%2F1trc3bjq!19sChIJN26sd0sYDTkRuvrQrPepZeA?authuser=0&hl=en&rclk=1
",,The Fern Residency Gurgaon,the-fern-residency-gurgaon,"The Fern Residency Gurgaonis a  which is located on Address: 290-291, Sector- 29, Gurugram, Haryana 122001  in m, Haryana. The The Fern Residency Gurgaon offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given The Fern Residency Gurgaon contact details or directly call on compnay helpline number Phone: 0124 488 0000  for any question & quveries./nFor more detail, users can visit the officail website  of The Fern Residency Gurgaon./nFrequently Asked Question/nWhat are the services Offered by The Fern Residency Gurgaon/n/nWhich is the address of The Fern Residency Gurgaon/nAddress: 290-291, Sector- 29, Gurugram, Haryana 122001 /nWhich are service areas is covered by The Fern Residency Gurgaon/nm, Haryana",Check-in time: 2:00 pm || Check-out time: 12:00 pm
HOTEL HARIS MG ROAD GURUGRAM,"Mehrauli-Gurgaon Rd, DLF Phase 2, Sector 25, Gurugram, Haryana 122002 ",084471 84476 ,http://www.hariscourt.in/,,,4.2,864,,"Gurugram, Haryana",Unvarified,,28.481187,77.0873082|,"https://www.google.com/maps/place/HOTEL+HARIS+MG+ROAD+GURUGRAM/data=!4m10!3m9!1s0x390d192176dab3cf:0x48e13973fd9a795!5m2!4m1!1i2!8m2!3d28.481187!4d77.0873082!16s%2Fg%2F1q5gkds0k!19sChIJz7PadiEZDTkRlafZP5cTjgQ?authuser=0&hl=en&rclk=1
",,HOTEL HARIS MG ROAD GURUGRAM,hotel-haris-mg-road-gurugram,"HOTEL HARIS MG ROAD GURUGRAMis a  which is located on Address: Mehrauli-Gurgaon Rd, DLF Phase 2, Sector 25, Gurugram, Haryana 122002  in m, Haryana. The HOTEL HARIS MG ROAD GURUGRAM offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given HOTEL HARIS MG ROAD GURUGRAM contact details or directly call on compnay helpline number Phone: 084471 84476  for any question & quveries./nFor more detail, users can visit the officail website  of HOTEL HARIS MG ROAD GURUGRAM./nFrequently Asked Question/nWhat are the services Offered by HOTEL HARIS MG ROAD GURUGRAM/n/nWhich is the address of HOTEL HARIS MG ROAD GURUGRAM/nAddress: Mehrauli-Gurgaon Rd, DLF Phase 2, Sector 25, Gurugram, Haryana 122002 /nWhich are service areas is covered by HOTEL HARIS MG ROAD GURUGRAM/nm, Haryana",Check-in time: 12:00 pm || Check-out time: 11:00 am
Clarens Hotel,"Plot No. 363-364 Near Huda City Center Metro Station, Sector 29, Gurugram, Haryana 122009 ",0124 492 9292 ,https://clarenshotel.com/,,,4.2,"2,152",,"Gurugram, Haryana",Unvarified,,28.4619384,77.0674089|,"https://www.google.com/maps/place/Clarens+Hotel/data=!4m10!3m9!1s0x390d22009b740001:0x8f513783eb03a19!5m2!4m1!1i2!8m2!3d28.4619384!4d77.0674089!16s%2Fg%2F1hm2z12cy!19sChIJAQB0mwAiDTkRGTqwPngT9Qg?authuser=0&hl=en&rclk=1
",https://lh5.googleusercontent.com/p/AF1QipMOOlj-ueIAJqK139HDpSzOR-TDnl9Z2b9vJsal,Clarens Hotel,clarens-hotel,"Clarens Hotelis a  which is located on Address: Plot No. 363-364 Near Huda City Center Metro Station, Sector 29, Gurugram, Haryana 122009  in m, Haryana. The Clarens Hotel offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given Clarens Hotel contact details or directly call on compnay helpline number Phone: 0124 492 9292  for any question & quveries./nFor more detail, users can visit the officail website  of Clarens Hotel./nFrequently Asked Question/nWhat are the services Offered by Clarens Hotel/n/nWhich is the address of Clarens Hotel/nAddress: Plot No. 363-364 Near Huda City Center Metro Station, Sector 29, Gurugram, Haryana 122009 /nWhich are service areas is covered by Clarens Hotel/nm, Haryana",Check-in time: 2:00 pm || Check-out time: 12:00 pm
