name, address, telephone, email, website, category, sub_category, rating, reviews, opening_hours, search_keyword, search_location, claimed, permanently_closed, latitude, longitude, map_link, image_url, title, title_url, description
Clarens Hotel,"Plot No. 363-364 Near Huda City Center Metro Station, Sector 29, Gurugram, Haryana 122009 ",0124 492 9292 ,,https://clarenshotel.com/,·4-star hotel,"A,B,C","4.2
2,122 reviews",,,,"F368+QX Gurugram, Haryana",Unvarified,,"28.4619384,",77.0674089,"https://www.google.com/maps/place/Clarens+Hotel/data=!4m10!3m9!1s0x390d22009b740001:0x8f513783eb03a19!5m2!4m1!1i2!8m2!3d28.4619384!4d77.0674089!16s%2Fg%2F1hm2z12cy!19sChIJAQB0mwAiDTkRGTqwPngT9Qg?authuser=0&hl=en&rclk=1
",https://lh5.googleusercontent.com/p/AF1QipMOOlj-ueIAJqK139HDpSzOR-TDnl9Z2b9vJsal,Clarens Hotel,Clarens Hotel,"Clarens Hotelis a ·4-star hotel which is located on Address: Plot No. 363-364 Near Huda City Center Metro Station, Sector 29, Gurugram, Haryana 122009  in  Gurugram, Haryana. The Clarens Hotel offers A,B,C services. If you need ·4-star hotel related services in  Gurugram, Haryana and nearby areas then you can use the below given Clarens Hotel contact details or directly call on compnay helpline number Phone: 0124 492 9292  for any question & quveries./nFor more detail, users can visit the officail website (website) of (Company Name)./nFrequently Asked Question/nWhat are the services Offered by Clarens Hotel/nA,B,C/nWhich is the address of Clarens Hotel/nAddress: Plot No. 363-364 Near Huda City Center Metro Station, Sector 29, Gurugram, Haryana 122009 /nWhich are service areas is covered by Clarens Hotel/n Gurugram, Haryana"
"Skycity Hotel, Gurgaon","1 Old Judicial Complex, Jharsa Rd, near STV Haryana News, Sector 15 Part 1, Gurugram, Haryana 122001 ",097114 00286 ,,http://www.skycityhotels.com/,·4-star hotel,"A,B,C","3.8
1,662 reviews",,,,"F25P+93 Gurugram, Haryana",Unvarified,,,"urgaon/data=!4m10!3m9!1s0x390d1944c1bdea0d:0x55e3c7fa345e02af???28.458394,,,77.0351739","https://www.google.com/maps/place/Skycity+Hotel,+Gurgaon/data=!4m10!3m9!1s0x390d1944c1bdea0d:0x55e3c7fa345e02af!5m2!4m1!1i2!8m2!3d28.458394!4d77.0351739!16s%2Fg%2F1td089nb!19sChIJDeq9wUQZDTkRrwJeNPrH41U?authuser=0&hl=en&rclk=1
",,"Skycity Hotel, Gurgaon","Skycity Hotel, Gurgaon","Skycity Hotel, Gurgaonis a ·4-star hotel which is located on Address: 1 Old Judicial Complex, Jharsa Rd, near STV Haryana News, Sector 15 Part 1, Gurugram, Haryana 122001  in  Gurugram, Haryana. The Skycity Hotel, Gurgaon offers A,B,C services. If you need ·4-star hotel related services in  Gurugram, Haryana and nearby areas then you can use the below given Skycity Hotel, Gurgaon contact details or directly call on compnay helpline number Phone: 097114 00286  for any question & quveries./nFor more detail, users can visit the officail website (website) of (Company Name)./nFrequently Asked Question/nWhat are the services Offered by Skycity Hotel, Gurgaon/nA,B,C/nWhich is the address of Skycity Hotel, Gurgaon/nAddress: 1 Old Judicial Complex, Jharsa Rd, near STV Haryana News, Sector 15 Part 1, Gurugram, Haryana 122001 /nWhich are service areas is covered by Skycity Hotel, Gurgaon/n Gurugram, Haryana"
"Red Fox Hotel, Sector 60, Gurgaon","Ullawas Dhani Rd, Urban Complex, Sector 60, Gurugram, Haryana 122001 ",0124 715 1923 ,,https://www.lemontreehotels.com/red-fox-hotel/gurgaon/sector-60-gurugram.aspx,·4-star hotel,"A,B,C","4.0
926 reviews",,,,"C32X+QQ Gurugram, Haryana",Unvarified,,,"ector+60,+Gurgaon/data=!4m10!3m9!1s0x390d23c6036a487d:0x25184ee083641122???28.4019151,,,77.0994682","https://www.google.com/maps/place/Red+Fox+Hotel,+Sector+60,+Gurgaon/data=!4m10!3m9!1s0x390d23c6036a487d:0x25184ee083641122!5m2!4m1!1i2!8m2!3d28.4019151!4d77.0994682!16s%2Fg%2F11dfj0jxc0!19sChIJfUhqA8YjDTkRIhFkg-BOGCU?authuser=0&hl=en&rclk=1
",,"Red Fox Hotel, Sector 60, Gurgaon","Red Fox Hotel, Sector 60, Gurgaon","Red Fox Hotel, Sector 60, Gurgaonis a ·4-star hotel which is located on Address: Ullawas Dhani Rd, Urban Complex, Sector 60, Gurugram, Haryana 122001  in  Gurugram, Haryana. The Red Fox Hotel, Sector 60, Gurgaon offers A,B,C services. If you need ·4-star hotel related services in  Gurugram, Haryana and nearby areas then you can use the below given Red Fox Hotel, Sector 60, Gurgaon contact details or directly call on compnay helpline number Phone: 0124 715 1923  for any question & quveries./nFor more detail, users can visit the officail website (website) of (Company Name)./nFrequently Asked Question/nWhat are the services Offered by Red Fox Hotel, Sector 60, Gurgaon/nA,B,C/nWhich is the address of Red Fox Hotel, Sector 60, Gurgaon/nAddress: Ullawas Dhani Rd, Urban Complex, Sector 60, Gurugram, Haryana 122001 /nWhich are service areas is covered by Red Fox Hotel, Sector 60, Gurgaon/n Gurugram, Haryana"
Courtyard by Marriott Gurugram Downtown,"Plot No, 27 B, Sector Rd, B Block, Sushant Lok Phase I, Sector 27, Gurugram, Haryana 122002 ",0124 488 8444 ,,https://www.marriott.com/en-us/hotels/delgu-courtyard-gurugram-downtown/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,·5-star hotel,"A,B,C","4.3
7,357 reviews",,,,"F36J+86 Gurugram, Haryana",Unvarified,,"28.4607571,",77.0805039!16s%2Fm%2F09v26l9!19sChIJ8e5bssIYDTkRwaL0doTXCqk?authuser=0&hl=en&rclk=1,"https://www.google.com/maps/place/Courtyard+by+Marriott+Gurugram+Downtown/data=!4m10!3m9!1s0x390d18c2b25beef1:0xa90ad78476f4a2c1!5m2!4m1!1i2!8m2!3d28.4607571!4d77.0805039!16s%2Fm%2F09v26l9!19sChIJ8e5bssIYDTkRwaL0doTXCqk?authuser=0&hl=en&rclk=1
",,Courtyard by Marriott Gurugram Downtown,Courtyard by Marriott Gurugram Downtown,"Courtyard by Marriott Gurugram Downtownis a ·5-star hotel which is located on Address: Plot No, 27 B, Sector Rd, B Block, Sushant Lok Phase I, Sector 27, Gurugram, Haryana 122002  in  Gurugram, Haryana. The Courtyard by Marriott Gurugram Downtown offers A,B,C services. If you need ·5-star hotel related services in  Gurugram, Haryana and nearby areas then you can use the below given Courtyard by Marriott Gurugram Downtown contact details or directly call on compnay helpline number Phone: 0124 488 8444  for any question & quveries./nFor more detail, users can visit the officail website (website) of (Company Name)./nFrequently Asked Question/nWhat are the services Offered by Courtyard by Marriott Gurugram Downtown/nA,B,C/nWhich is the address of Courtyard by Marriott Gurugram Downtown/nAddress: Plot No, 27 B, Sector Rd, B Block, Sushant Lok Phase I, Sector 27, Gurugram, Haryana 122002 /nWhich are service areas is covered by Courtyard by Marriott Gurugram Downtown/n Gurugram, Haryana"
"Lemon Tree Premier, Leisure Valley 2, Gurgaon","लैज़र वैली पार्क City Centre HUDA, 43-47, Main St, near near, Sector 29, Gurugram, Haryana 122002 ",0124 488 7777 ,,https://www.lemontreehotels.com/lemon-tree-premier/gurgaon/leisure-valley-2-gurgaon.aspx,·4-star hotel,"A,B,C","4.1
3,355 reviews",,,,"F398+34 Gurugram, Haryana",Unvarified,,,"eisure+Valley+2,+Gurgaon/data=!4m10!3m9!1s0x390d18fcf9a8eb13:0x221d7f9827536812???28.467708,,,77.0653","https://www.google.com/maps/place/Lemon+Tree+Premier,+Leisure+Valley+2,+Gurgaon/data=!4m10!3m9!1s0x390d18fcf9a8eb13:0x221d7f9827536812!5m2!4m1!1i2!8m2!3d28.467708!4d77.0653!16s%2Fg%2F1tf9wt7v!19sChIJE-uo-fwYDTkREmhTJ5h_HSI?authuser=0&hl=en&rclk=1
",,"Lemon Tree Premier, Leisure Valley 2, Gurgaon","Lemon Tree Premier, Leisure Valley 2, Gurgaon","Lemon Tree Premier, Leisure Valley 2, Gurgaonis a ·4-star hotel which is located on Address: लैज़र वैली पार्क City Centre HUDA, 43-47, Main St, near near, Sector 29, Gurugram, Haryana 122002  in  Gurugram, Haryana. The Lemon Tree Premier, Leisure Valley 2, Gurgaon offers A,B,C services. If you need ·4-star hotel related services in  Gurugram, Haryana and nearby areas then you can use the below given Lemon Tree Premier, Leisure Valley 2, Gurgaon contact details or directly call on compnay helpline number Phone: 0124 488 7777  for any question & quveries./nFor more detail, users can visit the officail website (website) of (Company Name)./nFrequently Asked Question/nWhat are the services Offered by Lemon Tree Premier, Leisure Valley 2, Gurgaon/nA,B,C/nWhich is the address of Lemon Tree Premier, Leisure Valley 2, Gurgaon/nAddress: लैज़र वैली पार्क City Centre HUDA, 43-47, Main St, near near, Sector 29, Gurugram, Haryana 122002 /nWhich are service areas is covered by Lemon Tree Premier, Leisure Valley 2, Gurgaon/n Gurugram, Haryana"
Ginger Gurugram,"Plot No.1, I.D.C, Mehrauli-Gurgaon Road, Gate, opp. to Sector 14, Gurugram, Haryana 122001 ",0124 408 2000 ,,https://www.gingerhotels.com/ginger-gurugram?utm_source=google%20my%20business&utm_medium=listing&utm_campaign=visit%20website,·4-star hotel,"A,B,C","3.6
1,549 reviews",,,,"F3F3+3F Gurugram, Haryana",Unvarified,,"28.4726361,",77.0537349,"https://www.google.com/maps/place/Ginger+Gurugram/data=!4m10!3m9!1s0x390d19aafdf43141:0x1e1a752e41a9bad9!5m2!4m1!1i2!8m2!3d28.4726361!4d77.0537349!16s%2Fg%2F11ddzhf2m5!19sChIJQTH0_aoZDTkR2bqpQS51Gh4?authuser=0&hl=en&rclk=1
",,Ginger Gurugram,Ginger Gurugram,"Ginger Gurugramis a ·4-star hotel which is located on Address: Plot No.1, I.D.C, Mehrauli-Gurgaon Road, Gate, opp. to Sector 14, Gurugram, Haryana 122001  in  Gurugram, Haryana. The Ginger Gurugram offers A,B,C services. If you need ·4-star hotel related services in  Gurugram, Haryana and nearby areas then you can use the below given Ginger Gurugram contact details or directly call on compnay helpline number Phone: 0124 408 2000  for any question & quveries./nFor more detail, users can visit the officail website (website) of (Company Name)./nFrequently Asked Question/nWhat are the services Offered by Ginger Gurugram/nA,B,C/nWhich is the address of Ginger Gurugram/nAddress: Plot No.1, I.D.C, Mehrauli-Gurgaon Road, Gate, opp. to Sector 14, Gurugram, Haryana 122001 /nWhich are service areas is covered by Ginger Gurugram/n Gurugram, Haryana"
"Fortune Select Global, Gurgaon","Global Arcade, Mehrauli-Gurgaon Rd, Sector 26, Gurugram, Haryana 122002 ",0124 419 6666 ,,https://www.itchotels.com/in/en/fortuneselectglobal-gurugram,·4-star hotel,"A,B,C","4.1
3,147 reviews",,,,"F4J3+J8 Gurugram, Haryana",Unvarified,,,"urgaon/data=!4m10!3m9!1s0x390d1e1251824943:0x7c5af25f2ddd2cc5???28.4815808,,,77.103324","https://www.google.com/maps/place/Fortune+Select+Global,+Gurgaon/data=!4m10!3m9!1s0x390d1e1251824943:0x7c5af25f2ddd2cc5!5m2!4m1!1i2!8m2!3d28.4815808!4d77.103324!16s%2Fg%2F1tj8_y69!19sChIJQ0mCURIeDTkRxSzdLV_yWnw?authuser=0&hl=en&rclk=1
",https://lh5.googleusercontent.com/p/AF1QipP35Iq-WqlND0QiUr35nJenza9KHoCrNtQHSBnf,"Fortune Select Global, Gurgaon","Fortune Select Global, Gurgaon","Fortune Select Global, Gurgaonis a ·4-star hotel which is located on Address: Global Arcade, Mehrauli-Gurgaon Rd, Sector 26, Gurugram, Haryana 122002  in  Gurugram, Haryana. The Fortune Select Global, Gurgaon offers A,B,C services. If you need ·4-star hotel related services in  Gurugram, Haryana and nearby areas then you can use the below given Fortune Select Global, Gurgaon contact details or directly call on compnay helpline number Phone: 0124 419 6666  for any question & quveries./nFor more detail, users can visit the officail website (website) of (Company Name)./nFrequently Asked Question/nWhat are the services Offered by Fortune Select Global, Gurgaon/nA,B,C/nWhich is the address of Fortune Select Global, Gurgaon/nAddress: Global Arcade, Mehrauli-Gurgaon Rd, Sector 26, Gurugram, Haryana 122002 /nWhich are service areas is covered by Fortune Select Global, Gurgaon/n Gurugram, Haryana"
DoubleTree by Hilton Hotel Gurgaon - New Delhi NCR,"Golf Course Rd, Sector 56, Gurugram, Haryana 122011 ",0124 491 1234 ,,https://www.hilton.com/en/hotels/deldgdi-doubletree-gurgaon-new-delhi-ncr/?SEO_id=GMB-APAC-DI-DELDGDI,·5-star hotel,"A,B,C","4.3
7,606 reviews",,,,"C4C3+RR Gurugram, Haryana",Unvarified,,"28.4220381,",77.1045333,"https://www.google.com/maps/place/DoubleTree+by+Hilton+Hotel+Gurgaon+-+New+Delhi+NCR/data=!4m10!3m9!1s0x390d22042c68cab7:0xd7c71a1dc90f8240!5m2!4m1!1i2!8m2!3d28.4220381!4d77.1045333!16s%2Fg%2F1hc48ymhd!19sChIJt8poLAQiDTkRQIIPyR0ax9c?authuser=0&hl=en&rclk=1
",,DoubleTree by Hilton Hotel Gurgaon - New Delhi NCR,DoubleTree by Hilton Hotel Gurgaon - New Delhi NCR,"DoubleTree by Hilton Hotel Gurgaon - New Delhi NCRis a ·5-star hotel which is located on Address: Golf Course Rd, Sector 56, Gurugram, Haryana 122011  in  Gurugram, Haryana. The DoubleTree by Hilton Hotel Gurgaon - New Delhi NCR offers A,B,C services. If you need ·5-star hotel related services in  Gurugram, Haryana and nearby areas then you can use the below given DoubleTree by Hilton Hotel Gurgaon - New Delhi NCR contact details or directly call on compnay helpline number Phone: 0124 491 1234  for any question & quveries./nFor more detail, users can visit the officail website (website) of (Company Name)./nFrequently Asked Question/nWhat are the services Offered by DoubleTree by Hilton Hotel Gurgaon - New Delhi NCR/nA,B,C/nWhich is the address of DoubleTree by Hilton Hotel Gurgaon - New Delhi NCR/nAddress: Golf Course Rd, Sector 56, Gurugram, Haryana 122011 /nWhich are service areas is covered by DoubleTree by Hilton Hotel Gurgaon - New Delhi NCR/n Gurugram, Haryana"
HOTEL HARIS MG ROAD GURUGRAM,"Mehrauli-Gurgaon Rd, DLF Phase 2, Sector 25, Gurugram, Haryana 122002 ",084471 84476 ,,http://www.hariscourt.in/,·5-star hotel,"A,B,C","4.3
853 reviews",,,,"F3JP+FW Gurugram, Haryana",Unvarified,,"28.481187,",77.0873082,"https://www.google.com/maps/place/HOTEL+HARIS+MG+ROAD+GURUGRAM/data=!4m10!3m9!1s0x390d192176dab3cf:0x48e13973fd9a795!5m2!4m1!1i2!8m2!3d28.481187!4d77.0873082!16s%2Fg%2F1q5gkds0k!19sChIJz7PadiEZDTkRlafZP5cTjgQ?authuser=0&hl=en&rclk=1
",,HOTEL HARIS MG ROAD GURUGRAM,HOTEL HARIS MG ROAD GURUGRAM,"HOTEL HARIS MG ROAD GURUGRAMis a ·5-star hotel which is located on Address: Mehrauli-Gurgaon Rd, DLF Phase 2, Sector 25, Gurugram, Haryana 122002  in  Gurugram, Haryana. The HOTEL HARIS MG ROAD GURUGRAM offers A,B,C services. If you need ·5-star hotel related services in  Gurugram, Haryana and nearby areas then you can use the below given HOTEL HARIS MG ROAD GURUGRAM contact details or directly call on compnay helpline number Phone: 084471 84476  for any question & quveries./nFor more detail, users can visit the officail website (website) of (Company Name)./nFrequently Asked Question/nWhat are the services Offered by HOTEL HARIS MG ROAD GURUGRAM/nA,B,C/nWhich is the address of HOTEL HARIS MG ROAD GURUGRAM/nAddress: Mehrauli-Gurgaon Rd, DLF Phase 2, Sector 25, Gurugram, Haryana 122002 /nWhich are service areas is covered by HOTEL HARIS MG ROAD GURUGRAM/n Gurugram, Haryana"
Lemon Tree Hotel,"Urban Complex, Ch.Nandaram Marg, Ullahwas Village, Sector 60, Gurugram, Haryana 122011 ",0124 714 2323 ,,https://www.lemontreehotels.com/lemon-tree-hotel/gurgaon/sector-60-gurugram.aspx,·4-star hotel,"A,B,C","4.1
5,744 reviews",,,,"C32X+RW Gurugram, Haryana",Unvarified,,"28.402,",77.0998666,"https://www.google.com/maps/place/Lemon+Tree+Hotel/data=!4m10!3m9!1s0x390d222102a0a2ef:0xb99fb89f30a7adc3!5m2!4m1!1i2!8m2!3d28.402!4d77.0998666!16s%2Fg%2F11clyn8zvv!19sChIJ76KgAiEiDTkRw62nMJ-4n7k?authuser=0&hl=en&rclk=1
",,Lemon Tree Hotel,Lemon Tree Hotel,"Lemon Tree Hotelis a ·4-star hotel which is located on Address: Urban Complex, Ch.Nandaram Marg, Ullahwas Village, Sector 60, Gurugram, Haryana 122011  in  Gurugram, Haryana. The Lemon Tree Hotel offers A,B,C services. If you need ·4-star hotel related services in  Gurugram, Haryana and nearby areas then you can use the below given Lemon Tree Hotel contact details or directly call on compnay helpline number Phone: 0124 714 2323  for any question & quveries./nFor more detail, users can visit the officail website (website) of (Company Name)./nFrequently Asked Question/nWhat are the services Offered by Lemon Tree Hotel/nA,B,C/nWhich is the address of Lemon Tree Hotel/nAddress: Urban Complex, Ch.Nandaram Marg, Ullahwas Village, Sector 60, Gurugram, Haryana 122011 /nWhich are service areas is covered by Lemon Tree Hotel/n Gurugram, Haryana"
The Pllazio Hotel,"Plot No 292, City Center, 296, Sector 29, Gurugram, Haryana 122001 ",0124 491 5000 ,,https://www.pllaziohotel.com/,·4-star hotel,"A,B,C","4.3
4,772 reviews",,,,"F377+QJ Gurugram, Haryana",Unvarified,,"28.4644762,",77.0640618,"https://www.google.com/maps/place/The+Pllazio+Hotel/data=!4m10!3m9!1s0x390d18fcbfffffff:0x2ea6e8ec611c9b85!5m2!4m1!1i2!8m2!3d28.4644762!4d77.0640618!16s%2Fg%2F11xfw639j!19sChIJ____v_wYDTkRhZscYezopi4?authuser=0&hl=en&rclk=1
",https://lh5.googleusercontent.com/p/AF1QipMnil3oPeFN70m2MDHgsHti8jS-Ol_5UpIScVVG,The Pllazio Hotel,The Pllazio Hotel,"The Pllazio Hotelis a ·4-star hotel which is located on Address: Plot No 292, City Center, 296, Sector 29, Gurugram, Haryana 122001  in  Gurugram, Haryana. The The Pllazio Hotel offers A,B,C services. If you need ·4-star hotel related services in  Gurugram, Haryana and nearby areas then you can use the below given The Pllazio Hotel contact details or directly call on compnay helpline number Phone: 0124 491 5000  for any question & quveries./nFor more detail, users can visit the officail website (website) of (Company Name)./nFrequently Asked Question/nWhat are the services Offered by The Pllazio Hotel/nA,B,C/nWhich is the address of The Pllazio Hotel/nAddress: Plot No 292, City Center, 296, Sector 29, Gurugram, Haryana 122001 /nWhich are service areas is covered by The Pllazio Hotel/n Gurugram, Haryana"
The Fern Residency Gurgaon,"290-291, Sector- 29, Gurugram, Haryana 122001 ",0124 488 0000 ,,http://www.fernhotels.com/the-fern-residency-gurgaon.html,·4-star hotel,"A,B,C","4.0
975 reviews",,,,"F377+VR Gurugram, Haryana",Unvarified,,"28.464712,",77.0645165,"https://www.google.com/maps/place/The+Fern+Residency+Gurgaon/data=!4m10!3m9!1s0x390d184b77ac6e37:0xe065a9f7acd0faba!5m2!4m1!1i2!8m2!3d28.464712!4d77.0645165!16s%2Fg%2F1trc3bjq!19sChIJN26sd0sYDTkRuvrQrPepZeA?authuser=0&hl=en&rclk=1
",,The Fern Residency Gurgaon,The Fern Residency Gurgaon,"The Fern Residency Gurgaonis a ·4-star hotel which is located on Address: 290-291, Sector- 29, Gurugram, Haryana 122001  in  Gurugram, Haryana. The The Fern Residency Gurgaon offers A,B,C services. If you need ·4-star hotel related services in  Gurugram, Haryana and nearby areas then you can use the below given The Fern Residency Gurgaon contact details or directly call on compnay helpline number Phone: 0124 488 0000  for any question & quveries./nFor more detail, users can visit the officail website (website) of (Company Name)./nFrequently Asked Question/nWhat are the services Offered by The Fern Residency Gurgaon/nA,B,C/nWhich is the address of The Fern Residency Gurgaon/nAddress: 290-291, Sector- 29, Gurugram, Haryana 122001 /nWhich are service areas is covered by The Fern Residency Gurgaon/n Gurugram, Haryana"
ibis Gurgaon Golf Course Road,"Block 1, Golf Course Rd, DLF Phase 5, Sector 53, Gurugram, Haryana 122002 ",0124 475 5000 ,,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=6363&merchantid=seo-maps-IN-6363&sourceid=aw-cen&utm_medium=seo+maps&utm_source=google+Maps&utm_campaign=seo+maps&y_source=1_MTUzNjIxMzAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,·3-star hotel,"A,B,C","4.3
6,637 reviews",,,,"C3XX+8M Gurugram, Haryana",Unvarified,,"28.4482776,",77.0991588,"https://www.google.com/maps/place/ibis+Gurgaon+Golf+Course+Road/data=!4m10!3m9!1s0x390d193446575533:0xa6f2db8fedbe14a0!5m2!4m1!1i2!8m2!3d28.4482776!4d77.0991588!16s%2Fg%2F1tgckpfp!19sChIJM1VXRjQZDTkRoBS-7Y_b8qY?authuser=0&hl=en&rclk=1
",https://lh5.googleusercontent.com/p/AF1QipO6FuFolMq2rdXSTx2791646uByuQtJI5Fw9lTU,ibis Gurgaon Golf Course Road,ibis Gurgaon Golf Course Road,"ibis Gurgaon Golf Course Roadis a ·3-star hotel which is located on Address: Block 1, Golf Course Rd, DLF Phase 5, Sector 53, Gurugram, Haryana 122002  in  Gurugram, Haryana. The ibis Gurgaon Golf Course Road offers A,B,C services. If you need ·3-star hotel related services in  Gurugram, Haryana and nearby areas then you can use the below given ibis Gurgaon Golf Course Road contact details or directly call on compnay helpline number Phone: 0124 475 5000  for any question & quveries./nFor more detail, users can visit the officail website (website) of (Company Name)./nFrequently Asked Question/nWhat are the services Offered by ibis Gurgaon Golf Course Road/nA,B,C/nWhich is the address of ibis Gurgaon Golf Course Road/nAddress: Block 1, Golf Course Rd, DLF Phase 5, Sector 53, Gurugram, Haryana 122002 /nWhich are service areas is covered by ibis Gurgaon Golf Course Road/n Gurugram, Haryana"
Treebo Trend IFFCO Chowk - Hotel in Gurgaon,"Metro Station, 520 A, Block A, Sushant Lok, Phase 1 Sector 28, Near IFFCO Chowk, Gurugram, Haryana 122002 ",093228 00100 ,,https://www.treebo.com/hotels-in-gurgaon/treebo-trend-iffco-chowk-iffco-chowk-2455/?utm_source=partnerships&utm_medium=gplus&utm_campaign=hoteliffcochowk,·3-star hotel,"A,B,C","3.8
354 reviews",,,,"F3CF+JG Gurugram, Haryana",Unvarified,,"28.4715543,",77.0738054,"https://www.google.com/maps/place/Treebo+Trend+IFFCO+Chowk+-+Hotel+in+Gurgaon/data=!4m10!3m9!1s0x390d19707ae574d9:0x5c0b6bdaca9f34b6!5m2!4m1!1i2!8m2!3d28.4715543!4d77.0738054!16s%2Fg%2F11g0vylgnw!19sChIJ2XTlenAZDTkRtjSfytprC1w?authuser=0&hl=en&rclk=1
",,Treebo Trend IFFCO Chowk - Hotel in Gurgaon,Treebo Trend IFFCO Chowk - Hotel in Gurgaon,"Treebo Trend IFFCO Chowk - Hotel in Gurgaonis a ·3-star hotel which is located on Address: Metro Station, 520 A, Block A, Sushant Lok, Phase 1 Sector 28, Near IFFCO Chowk, Gurugram, Haryana 122002  in  Gurugram, Haryana. The Treebo Trend IFFCO Chowk - Hotel in Gurgaon offers A,B,C services. If you need ·3-star hotel related services in  Gurugram, Haryana and nearby areas then you can use the below given Treebo Trend IFFCO Chowk - Hotel in Gurgaon contact details or directly call on compnay helpline number Phone: 093228 00100  for any question & quveries./nFor more detail, users can visit the officail website (website) of (Company Name)./nFrequently Asked Question/nWhat are the services Offered by Treebo Trend IFFCO Chowk - Hotel in Gurgaon/nA,B,C/nWhich is the address of Treebo Trend IFFCO Chowk - Hotel in Gurgaon/nAddress: Metro Station, 520 A, Block A, Sushant Lok, Phase 1 Sector 28, Near IFFCO Chowk, Gurugram, Haryana 122002 /nWhich are service areas is covered by Treebo Trend IFFCO Chowk - Hotel in Gurgaon/n Gurugram, Haryana"
Treebo Trend Coral Tree - Hotel in Gurgaon,"F 10/11, Main, Golf Course Rd, Near Union Bank of India, DLF Phase 1, Sector 27, Gurugram, Haryana 122022 ",093228 00100 ,,https://www.treebo.com/hotels-in-gurgaon/treebo-coral-tree-golf-course-road-dlf-phase-1-291/?utm_source=partnerships&utm_campaign=coraltree&utm_medium=gplus,·3-star hotel,"A,B,C","3.9
539 reviews",,,,"F38V+4M Gurugram, Haryana",Unvarified,,"28.465268,",77.094169,"https://www.google.com/maps/place/Treebo+Trend+Coral+Tree+-+Hotel+in+Gurgaon/data=!4m10!3m9!1s0x390d18d1aa0dc3c3:0x8e18bb622d188bf9!5m2!4m1!1i2!8m2!3d28.465268!4d77.094169!16s%2Fg%2F11c2plz0wf!19sChIJw8MNqtEYDTkR-YsYLWK7GI4?authuser=0&hl=en&rclk=1
",,Treebo Trend Coral Tree - Hotel in Gurgaon,Treebo Trend Coral Tree - Hotel in Gurgaon,"Treebo Trend Coral Tree - Hotel in Gurgaonis a ·3-star hotel which is located on Address: F 10/11, Main, Golf Course Rd, Near Union Bank of India, DLF Phase 1, Sector 27, Gurugram, Haryana 122022  in  Gurugram, Haryana. The Treebo Trend Coral Tree - Hotel in Gurgaon offers A,B,C services. If you need ·3-star hotel related services in  Gurugram, Haryana and nearby areas then you can use the below given Treebo Trend Coral Tree - Hotel in Gurgaon contact details or directly call on compnay helpline number Phone: 093228 00100  for any question & quveries./nFor more detail, users can visit the officail website (website) of (Company Name)./nFrequently Asked Question/nWhat are the services Offered by Treebo Trend Coral Tree - Hotel in Gurgaon/nA,B,C/nWhich is the address of Treebo Trend Coral Tree - Hotel in Gurgaon/nAddress: F 10/11, Main, Golf Course Rd, Near Union Bank of India, DLF Phase 1, Sector 27, Gurugram, Haryana 122022 /nWhich are service areas is covered by Treebo Trend Coral Tree - Hotel in Gurgaon/n Gurugram, Haryana"
"Inde Hotel Cyber City, Gurgaon","X-66A, DLF Cyber City, DLF Phase 2, Sector 24, Gurugram, Haryana 122002 ",0124 404 0072 ,,http://indehotel.com/,·3-star hotel,"A,B,C","4.0
618 reviews",,,,"F3VR+47 Gurugram, Haryana",Unvarified,,,"urgaon/data=!4m10!3m9!1s0x390d19336f198a9d:0x3b7442bf75374fa3???28.4927789,,,77.0907029","https://www.google.com/maps/place/Inde+Hotel+Cyber+City,+Gurgaon/data=!4m10!3m9!1s0x390d19336f198a9d:0x3b7442bf75374fa3!5m2!4m1!1i2!8m2!3d28.4927789!4d77.0907029!16s%2Fg%2F11g4djpt5b!19sChIJnYoZbzMZDTkRo083db9CdDs?authuser=0&hl=en&rclk=1
",,"Inde Hotel Cyber City, Gurgaon","Inde Hotel Cyber City, Gurgaon","Inde Hotel Cyber City, Gurgaonis a ·3-star hotel which is located on Address: X-66A, DLF Cyber City, DLF Phase 2, Sector 24, Gurugram, Haryana 122002  in  Gurugram, Haryana. The Inde Hotel Cyber City, Gurgaon offers A,B,C services. If you need ·3-star hotel related services in  Gurugram, Haryana and nearby areas then you can use the below given Inde Hotel Cyber City, Gurgaon contact details or directly call on compnay helpline number Phone: 0124 404 0072  for any question & quveries./nFor more detail, users can visit the officail website (website) of (Company Name)./nFrequently Asked Question/nWhat are the services Offered by Inde Hotel Cyber City, Gurgaon/nA,B,C/nWhich is the address of Inde Hotel Cyber City, Gurgaon/nAddress: X-66A, DLF Cyber City, DLF Phase 2, Sector 24, Gurugram, Haryana 122002 /nWhich are service areas is covered by Inde Hotel Cyber City, Gurgaon/n Gurugram, Haryana"
